site,species,scenario,occurence_years,overall_presence
13_155,Acerplatanoides,rcp85,2,0
13_155,Acerpseudoplatanus,rcp26,8,1
13_155,Acerpseudoplatanus,rcp45,7,0
13_155,Acerpseudoplatanus,rcp85,4,0
13_155,Aesculushippocastanum,rcp26,8,1
13_155,Aesculushippocastanum,rcp45,5,0
13_155,Aesculushippocastanum,rcp85,3,0
13_155,Alnusglutinosa,rcp26,8,1
13_155,Alnusglutinosa,rcp45,8,1
13_155,Alnusglutinosa,rcp85,8,1
13_155,Alnusincana,rcp26,0,0
13_155,Alnusincana,rcp45,0,0
13_155,Alnusincana,rcp85,0,0
13_155,Betulapendula,rcp26,0,0
13_155,Betulapendula,rcp45,1,0
13_155,Betulapendula,rcp85,0,0
13_155,Betulapubescens,rcp26,0,0
13_155,Betulapubescens,rcp45,0,0
13_155,Betulapubescens,rcp85,0,0
13_155,Carpinusbetulus,rcp26,8,1
13_155,Carpinusbetulus,rcp45,8,1
13_155,Carpinusbetulus,rcp85,8,1
13_155,Castaneasativa,rcp26,5,0
13_155,Castaneasativa,rcp45,5,0
13_155,Castaneasativa,rcp85,6,0
13_155,Fagussylvatica,rcp26,8,1
13_155,Fagussylvatica,rcp45,8,1
13_155,Fagussylvatica,rcp85,5,0
13_155,Fraxinusexcelsior,rcp26,8,1
13_155,Fraxinusexcelsior,rcp45,8,1
13_155,Fraxinusexcelsior,rcp85,8,1
13_155,Fraxinusornus,rcp26,0,0
13_155,Fraxinusornus,rcp45,0,0
13_155,Fraxinusornus,rcp85,0,0
13_155,Juglansregia,rcp26,8,1
13_155,Juglansregia,rcp45,8,1
13_155,Juglansregia,rcp85,8,1
13_155,Larixdecidua,rcp26,1,0
13_155,Larixdecidua,rcp45,0,0
13_155,Larixdecidua,rcp85,0,0
13_155,Ostryacarpinifolia,rcp26,0,0
13_155,Ostryacarpinifolia,rcp45,0,0
13_155,Ostryacarpinifolia,rcp85,0,0
13_155,Piceaabies,rcp26,7,0
13_155,Piceaabies,rcp45,3,0
13_155,Piceaabies,rcp85,3,0
13_155,Pinussylvestris,rcp26,0,0
13_155,Pinussylvestris,rcp45,0,0
13_155,Pinussylvestris,rcp85,0,0
13_155,Populusalba,rcp26,5,0
13_155,Populusalba,rcp45,8,1
13_155,Populusalba,rcp85,7,0
13_155,Populuscanescens,rcp26,6,0
13_155,Populuscanescens,rcp45,8,1
13_155,Populuscanescens,rcp85,5,0
13_155,Populusnigra,rcp26,7,0
13_155,Populusnigra,rcp45,6,0
13_155,Populusnigra,rcp85,8,1
13_155,Populustremula,rcp26,3,0
13_155,Populustremula,rcp45,1,0
13_155,Populustremula,rcp85,2,0
13_155,Prunusavium,rcp26,8,1
13_155,Prunusavium,rcp45,8,1
13_155,Prunusavium,rcp85,8,1
13_155,Quercuscerris,rcp26,0,0
13_155,Quercuscerris,rcp45,0,0
13_155,Quercuscerris,rcp85,0,0
13_155,Quercuscoccifera,rcp26,0,0
13_155,Quercuscoccifera,rcp45,0,0
13_155,Quercuscoccifera,rcp85,0,0
13_155,Quercusfaginea,rcp26,0,0
13_155,Quercusfaginea,rcp45,0,0
13_155,Quercusfaginea,rcp85,0,0
13_155,Quercusfrainetto,rcp26,1,0
13_155,Quercusfrainetto,rcp45,5,0
13_155,Quercusfrainetto,rcp85,5,0
13_155,Quercusilex,rcp26,0,0
13_155,Quercusilex,rcp45,0,0
13_155,Quercusilex,rcp85,0,0
13_155,Quercuspetraea,rcp26,8,1
13_155,Quercuspetraea,rcp45,8,1
13_155,Quercuspetraea,rcp85,7,0
13_155,Quercuspubescens,rcp26,0,0
13_155,Quercuspubescens,rcp45,0,0
13_155,Quercuspubescens,rcp85,3,0
13_155,Quercuspyrenaica,rcp26,0,0
13_155,Quercuspyrenaica,rcp45,0,0
13_155,Quercuspyrenaica,rcp85,0,0
13_155,Quercusrobur,rcp26,8,1
13_155,Quercusrobur,rcp45,8,1
13_155,Quercusrobur,rcp85,8,1
13_155,Quercussuber,rcp26,0,0
13_155,Quercussuber,rcp45,0,0
13_155,Quercussuber,rcp85,0,0
13_155,Salixalba,rcp26,2,0
13_155,Salixalba,rcp45,4,0
13_155,Salixalba,rcp85,4,0
13_155,Salixfragilis,rcp26,4,0
13_155,Salixfragilis,rcp45,8,1
13_155,Salixfragilis,rcp85,6,0
13_155,Sorbusaria,rcp26,5,0
13_155,Sorbusaria,rcp45,4,0
13_155,Sorbusaria,rcp85,4,0
13_155,Sorbusaucuparia,rcp26,0,0
13_155,Sorbusaucuparia,rcp45,0,0
13_155,Sorbusaucuparia,rcp85,0,0
13_155,Sorbustorminalis,rcp26,3,0
13_155,Sorbustorminalis,rcp45,2,0
13_155,Sorbustorminalis,rcp85,4,0
13_155,Taxusbaccata,rcp26,7,0
13_155,Taxusbaccata,rcp45,6,0
13_155,Taxusbaccata,rcp85,5,0
13_155,Tiliacordata,rcp26,8,1
13_155,Tiliacordata,rcp45,8,1
13_155,Tiliacordata,rcp85,8,1
13_155,Tiliaplatyphyllos,rcp26,8,1
13_155,Tiliaplatyphyllos,rcp45,8,1
13_155,Tiliaplatyphyllos,rcp85,8,1
13_155,Tiliatomentosa,rcp26,0,0
13_155,Tiliatomentosa,rcp45,0,0
13_155,Tiliatomentosa,rcp85,0,0
13_155,Ulmusglabra,rcp26,8,1
13_155,Ulmusglabra,rcp45,8,1
13_155,Ulmusglabra,rcp85,8,1
13_155,Ulmuslaevis,rcp26,0,0
13_155,Ulmuslaevis,rcp45,0,0
13_155,Ulmuslaevis,rcp85,0,0
13_155,Ulmusminor,rcp26,5,0
13_155,Ulmusminor,rcp45,7,0
13_155,Ulmusminor,rcp85,7,0
13_156,Abiesalba,rcp26,8,1
13_156,Abiesalba,rcp45,8,1
13_156,Abiesalba,rcp85,6,0
13_156,Acercampestre,rcp26,7,0
13_156,Acercampestre,rcp45,7,0
13_156,Acercampestre,rcp85,8,1
13_156,Acerplatanoides,rcp26,4,0
13_156,Acerplatanoides,rcp45,5,0
13_156,Acerplatanoides,rcp85,3,0
13_156,Acerpseudoplatanus,rcp26,8,1
13_156,Acerpseudoplatanus,rcp45,8,1
13_156,Acerpseudoplatanus,rcp85,4,0
13_156,Aesculushippocastanum,rcp26,8,1
13_156,Aesculushippocastanum,rcp45,7,0
13_156,Aesculushippocastanum,rcp85,4,0
13_156,Alnusglutinosa,rcp26,8,1
13_156,Alnusglutinosa,rcp45,8,1
13_156,Alnusglutinosa,rcp85,8,1
13_156,Alnusincana,rcp26,0,0
13_156,Alnusincana,rcp45,0,0
13_156,Alnusincana,rcp85,0,0
13_156,Betulapendula,rcp26,0,0
13_156,Betulapendula,rcp45,2,0
13_156,Betulapendula,rcp85,0,0
13_156,Betulapubescens,rcp26,0,0
13_156,Betulapubescens,rcp45,0,0
13_156,Betulapubescens,rcp85,0,0
13_156,Carpinusbetulus,rcp26,8,1
13_156,Carpinusbetulus,rcp45,8,1
13_156,Carpinusbetulus,rcp85,8,1
13_156,Castaneasativa,rcp26,0,0
13_156,Castaneasativa,rcp45,5,0
13_156,Castaneasativa,rcp85,6,0
13_156,Fagussylvatica,rcp26,8,1
13_156,Fagussylvatica,rcp45,8,1
13_156,Fagussylvatica,rcp85,5,0
13_156,Fraxinusexcelsior,rcp26,8,1
13_156,Fraxinusexcelsior,rcp45,8,1
13_156,Fraxinusexcelsior,rcp85,8,1
13_156,Fraxinusornus,rcp26,0,0
13_156,Fraxinusornus,rcp45,0,0
13_156,Fraxinusornus,rcp85,0,0
13_156,Juglansregia,rcp26,7,0
13_156,Juglansregia,rcp45,8,1
13_156,Juglansregia,rcp85,8,1
13_156,Larixdecidua,rcp26,3,0
13_156,Larixdecidua,rcp45,2,0
13_156,Larixdecidua,rcp85,2,0
13_156,Ostryacarpinifolia,rcp26,0,0
13_156,Ostryacarpinifolia,rcp45,0,0
13_156,Ostryacarpinifolia,rcp85,0,0
13_156,Piceaabies,rcp26,8,1
13_156,Piceaabies,rcp45,7,0
13_156,Piceaabies,rcp85,4,0
13_156,Pinussylvestris,rcp26,0,0
13_156,Pinussylvestris,rcp45,0,0
13_156,Pinussylvestris,rcp85,0,0
13_156,Populusalba,rcp26,4,0
13_156,Populusalba,rcp45,6,0
13_156,Populusalba,rcp85,6,0
13_156,Populuscanescens,rcp26,5,0
13_156,Populuscanescens,rcp45,5,0
13_156,Populuscanescens,rcp85,4,0
13_156,Populusnigra,rcp26,5,0
13_156,Populusnigra,rcp45,4,0
13_156,Populusnigra,rcp85,5,0
13_156,Populustremula,rcp26,4,0
13_156,Populustremula,rcp45,2,0
13_156,Populustremula,rcp85,0,0
13_156,Prunusavium,rcp26,8,1
13_156,Prunusavium,rcp45,8,1
13_156,Prunusavium,rcp85,8,1
13_156,Quercuscerris,rcp26,0,0
13_156,Quercuscerris,rcp45,0,0
13_156,Quercuscerris,rcp85,0,0
13_156,Quercuscoccifera,rcp26,0,0
13_156,Quercuscoccifera,rcp45,0,0
13_156,Quercuscoccifera,rcp85,0,0
13_156,Quercusfaginea,rcp26,0,0
13_156,Quercusfaginea,rcp45,0,0
13_156,Quercusfaginea,rcp85,0,0
13_156,Quercusfrainetto,rcp26,0,0
13_156,Quercusfrainetto,rcp45,2,0
13_156,Quercusfrainetto,rcp85,3,0
13_156,Quercusilex,rcp26,0,0
13_156,Quercusilex,rcp45,0,0
13_156,Quercusilex,rcp85,0,0
13_156,Quercuspetraea,rcp26,6,0
13_156,Quercuspetraea,rcp45,7,0
13_156,Quercuspetraea,rcp85,8,1
13_156,Quercuspubescens,rcp26,0,0
13_156,Quercuspubescens,rcp45,0,0
13_156,Quercuspubescens,rcp85,2,0
13_156,Quercuspyrenaica,rcp26,0,0
13_156,Quercuspyrenaica,rcp45,0,0
13_156,Quercuspyrenaica,rcp85,0,0
13_156,Quercusrobur,rcp26,8,1
13_156,Quercusrobur,rcp45,8,1
13_156,Quercusrobur,rcp85,8,1
13_156,Quercussuber,rcp26,0,0
13_156,Quercussuber,rcp45,0,0
13_156,Quercussuber,rcp85,0,0
13_156,Salixalba,rcp26,1,0
13_156,Salixalba,rcp45,3,0
13_156,Salixalba,rcp85,4,0
