site,species,scenario,occurence_years,overall_presence
24_121,Quercuscerris,rcp85,0,0
24_121,Quercuscoccifera,rcp26,0,0
24_121,Quercuscoccifera,rcp45,0,0
24_121,Quercuscoccifera,rcp85,0,0
24_121,Quercusfaginea,rcp26,0,0
24_121,Quercusfaginea,rcp45,0,0
24_121,Quercusfaginea,rcp85,0,0
24_121,Quercusfrainetto,rcp26,0,0
24_121,Quercusfrainetto,rcp45,0,0
24_121,Quercusfrainetto,rcp85,0,0
24_121,Quercusilex,rcp26,0,0
24_121,Quercusilex,rcp45,0,0
24_121,Quercusilex,rcp85,0,0
24_121,Quercuspetraea,rcp26,8,1
24_121,Quercuspetraea,rcp45,4,0
24_121,Quercuspetraea,rcp85,2,0
24_121,Quercuspubescens,rcp26,1,0
24_121,Quercuspubescens,rcp45,5,0
24_121,Quercuspubescens,rcp85,4,0
24_121,Quercuspyrenaica,rcp26,0,0
24_121,Quercuspyrenaica,rcp45,0,0
24_121,Quercuspyrenaica,rcp85,0,0
24_121,Quercusrobur,rcp26,8,1
24_121,Quercusrobur,rcp45,8,1
24_121,Quercusrobur,rcp85,8,1
24_121,Quercussuber,rcp26,0,0
24_121,Quercussuber,rcp45,0,0
24_121,Quercussuber,rcp85,0,0
24_121,Salixalba,rcp26,1,0
24_121,Salixalba,rcp45,0,0
24_121,Salixalba,rcp85,0,0
24_121,Salixfragilis,rcp26,0,0
24_121,Salixfragilis,rcp45,0,0
24_121,Salixfragilis,rcp85,1,0
24_121,Sorbusaria,rcp26,0,0
24_121,Sorbusaria,rcp45,0,0
24_121,Sorbusaria,rcp85,0,0
24_121,Sorbusaucuparia,rcp26,0,0
24_121,Sorbusaucuparia,rcp45,0,0
24_121,Sorbusaucuparia,rcp85,0,0
24_121,Sorbustorminalis,rcp26,0,0
24_121,Sorbustorminalis,rcp45,0,0
24_121,Sorbustorminalis,rcp85,3,0
24_121,Taxusbaccata,rcp26,7,0
24_121,Taxusbaccata,rcp45,4,0
24_121,Taxusbaccata,rcp85,4,0
24_121,Tiliacordata,rcp26,2,0
24_121,Tiliacordata,rcp45,0,0
24_121,Tiliacordata,rcp85,1,0
24_121,Tiliaplatyphyllos,rcp26,8,1
24_121,Tiliaplatyphyllos,rcp45,8,1
24_121,Tiliaplatyphyllos,rcp85,7,0
24_121,Tiliatomentosa,rcp26,0,0
24_121,Tiliatomentosa,rcp45,0,0
24_121,Tiliatomentosa,rcp85,0,0
24_121,Ulmusglabra,rcp26,0,0
24_121,Ulmusglabra,rcp45,0,0
24_121,Ulmusglabra,rcp85,3,0
24_121,Ulmuslaevis,rcp26,1,0
24_121,Ulmuslaevis,rcp45,0,0
24_121,Ulmuslaevis,rcp85,0,0
24_121,Ulmusminor,rcp26,8,1
24_121,Ulmusminor,rcp45,8,1
24_121,Ulmusminor,rcp85,8,1
24_122,Abiesalba,rcp26,0,0
24_122,Abiesalba,rcp45,0,0
24_122,Abiesalba,rcp85,0,0
24_122,Acercampestre,rcp26,3,0
24_122,Acercampestre,rcp45,3,0
24_122,Acercampestre,rcp85,3,0
24_122,Acerplatanoides,rcp26,0,0
24_122,Acerplatanoides,rcp45,0,0
24_122,Acerplatanoides,rcp85,0,0
24_122,Acerpseudoplatanus,rcp26,0,0
24_122,Acerpseudoplatanus,rcp45,0,0
24_122,Acerpseudoplatanus,rcp85,0,0
24_122,Aesculushippocastanum,rcp26,8,1
24_122,Aesculushippocastanum,rcp45,8,1
24_122,Aesculushippocastanum,rcp85,8,1
24_122,Alnusglutinosa,rcp26,0,0
24_122,Alnusglutinosa,rcp45,0,0
24_122,Alnusglutinosa,rcp85,1,0
24_122,Alnusincana,rcp26,0,0
24_122,Alnusincana,rcp45,0,0
24_122,Alnusincana,rcp85,0,0
24_122,Betulapendula,rcp26,0,0
24_122,Betulapendula,rcp45,0,0
24_122,Betulapendula,rcp85,0,0
24_122,Betulapubescens,rcp26,0,0
24_122,Betulapubescens,rcp45,0,0
24_122,Betulapubescens,rcp85,0,0
24_122,Carpinusbetulus,rcp26,8,1
24_122,Carpinusbetulus,rcp45,8,1
24_122,Carpinusbetulus,rcp85,6,0
24_122,Castaneasativa,rcp26,8,1
24_122,Castaneasativa,rcp45,7,0
24_122,Castaneasativa,rcp85,8,1
24_122,Fagussylvatica,rcp26,1,0
24_122,Fagussylvatica,rcp45,0,0
24_122,Fagussylvatica,rcp85,0,0
24_122,Fraxinusexcelsior,rcp26,4,0
24_122,Fraxinusexcelsior,rcp45,6,0
24_122,Fraxinusexcelsior,rcp85,4,0
24_122,Fraxinusornus,rcp26,0,0
24_122,Fraxinusornus,rcp45,0,0
24_122,Fraxinusornus,rcp85,0,0
24_122,Juglansregia,rcp26,0,0
24_122,Juglansregia,rcp45,0,0
24_122,Juglansregia,rcp85,0,0
24_122,Larixdecidua,rcp26,0,0
24_122,Larixdecidua,rcp45,0,0
24_122,Larixdecidua,rcp85,0,0
24_122,Ostryacarpinifolia,rcp26,0,0
24_122,Ostryacarpinifolia,rcp45,0,0
24_122,Ostryacarpinifolia,rcp85,0,0
24_122,Piceaabies,rcp26,0,0
24_122,Piceaabies,rcp45,0,0
24_122,Piceaabies,rcp85,0,0
24_122,Pinussylvestris,rcp26,0,0
24_122,Pinussylvestris,rcp45,0,0
24_122,Pinussylvestris,rcp85,0,0
24_122,Populusalba,rcp26,8,1
24_122,Populusalba,rcp45,8,1
24_122,Populusalba,rcp85,7,0
24_122,Populuscanescens,rcp26,0,0
24_122,Populuscanescens,rcp45,0,0
24_122,Populuscanescens,rcp85,0,0
24_122,Populusnigra,rcp26,0,0
24_122,Populusnigra,rcp45,0,0
24_122,Populusnigra,rcp85,2,0
24_122,Populustremula,rcp26,5,0
24_122,Populustremula,rcp45,3,0
24_122,Populustremula,rcp85,2,0
24_122,Prunusavium,rcp26,8,1
24_122,Prunusavium,rcp45,8,1
24_122,Prunusavium,rcp85,7,0
24_122,Quercuscerris,rcp26,0,0
24_122,Quercuscerris,rcp45,0,0
24_122,Quercuscerris,rcp85,0,0
24_122,Quercuscoccifera,rcp26,0,0
24_122,Quercuscoccifera,rcp45,0,0
24_122,Quercuscoccifera,rcp85,0,0
24_122,Quercusfaginea,rcp26,0,0
24_122,Quercusfaginea,rcp45,0,0
24_122,Quercusfaginea,rcp85,0,0
24_122,Quercusfrainetto,rcp26,0,0
24_122,Quercusfrainetto,rcp45,0,0
24_122,Quercusfrainetto,rcp85,0,0
24_122,Quercusilex,rcp26,0,0
24_122,Quercusilex,rcp45,0,0
24_122,Quercusilex,rcp85,0,0
24_122,Quercuspetraea,rcp26,4,0
24_122,Quercuspetraea,rcp45,5,0
24_122,Quercuspetraea,rcp85,2,0
24_122,Quercuspubescens,rcp26,1,0
24_122,Quercuspubescens,rcp45,4,0
24_122,Quercuspubescens,rcp85,4,0
24_122,Quercuspyrenaica,rcp26,0,0
24_122,Quercuspyrenaica,rcp45,0,0
24_122,Quercuspyrenaica,rcp85,0,0
24_122,Quercusrobur,rcp26,8,1
24_122,Quercusrobur,rcp45,8,1
24_122,Quercusrobur,rcp85,8,1
24_122,Quercussuber,rcp26,0,0
24_122,Quercussuber,rcp45,0,0
24_122,Quercussuber,rcp85,0,0
24_122,Salixalba,rcp26,1,0
24_122,Salixalba,rcp45,1,0
24_122,Salixalba,rcp85,1,0
24_122,Salixfragilis,rcp26,0,0
24_122,Salixfragilis,rcp45,0,0
24_122,Salixfragilis,rcp85,1,0
24_122,Sorbusaria,rcp26,0,0
24_122,Sorbusaria,rcp45,0,0
24_122,Sorbusaria,rcp85,0,0
24_122,Sorbusaucuparia,rcp26,0,0
24_122,Sorbusaucuparia,rcp45,0,0
24_122,Sorbusaucuparia,rcp85,0,0
24_122,Sorbustorminalis,rcp26,0,0
24_122,Sorbustorminalis,rcp45,1,0
24_122,Sorbustorminalis,rcp85,2,0
24_122,Taxusbaccata,rcp26,7,0
24_122,Taxusbaccata,rcp45,2,0
24_122,Taxusbaccata,rcp85,4,0
24_122,Tiliacordata,rcp26,0,0
24_122,Tiliacordata,rcp45,0,0
24_122,Tiliacordata,rcp85,1,0
24_122,Tiliaplatyphyllos,rcp26,8,1
24_122,Tiliaplatyphyllos,rcp45,8,1
24_122,Tiliaplatyphyllos,rcp85,8,1
24_122,Tiliatomentosa,rcp26,0,0
24_122,Tiliatomentosa,rcp45,0,0
24_122,Tiliatomentosa,rcp85,0,0
24_122,Ulmusglabra,rcp26,0,0
24_122,Ulmusglabra,rcp45,0,0
24_122,Ulmusglabra,rcp85,2,0
24_122,Ulmuslaevis,rcp26,1,0
24_122,Ulmuslaevis,rcp45,0,0
24_122,Ulmuslaevis,rcp85,0,0
24_122,Ulmusminor,rcp26,8,1
24_122,Ulmusminor,rcp45,8,1
24_122,Ulmusminor,rcp85,8,1
24_123,Abiesalba,rcp26,0,0
24_123,Abiesalba,rcp45,0,0
24_123,Abiesalba,rcp85,0,0
24_123,Acercampestre,rcp26,1,0
24_123,Acercampestre,rcp45,3,0
24_123,Acercampestre,rcp85,5,0
24_123,Acerplatanoides,rcp26,0,0
24_123,Acerplatanoides,rcp45,0,0
24_123,Acerplatanoides,rcp85,0,0
24_123,Acerpseudoplatanus,rcp26,0,0
24_123,Acerpseudoplatanus,rcp45,0,0
24_123,Acerpseudoplatanus,rcp85,0,0
24_123,Aesculushippocastanum,rcp26,8,1
24_123,Aesculushippocastanum,rcp45,8,1
24_123,Aesculushippocastanum,rcp85,7,0
24_123,Alnusglutinosa,rcp26,1,0
24_123,Alnusglutinosa,rcp45,1,0
24_123,Alnusglutinosa,rcp85,1,0
24_123,Alnusincana,rcp26,0,0
24_123,Alnusincana,rcp45,0,0
24_123,Alnusincana,rcp85,0,0
24_123,Betulapendula,rcp26,0,0
24_123,Betulapendula,rcp45,0,0
24_123,Betulapendula,rcp85,0,0
24_123,Betulapubescens,rcp26,0,0
24_123,Betulapubescens,rcp45,0,0
24_123,Betulapubescens,rcp85,0,0
24_123,Carpinusbetulus,rcp26,8,1
24_123,Carpinusbetulus,rcp45,8,1
24_123,Carpinusbetulus,rcp85,6,0
24_123,Castaneasativa,rcp26,8,1
24_123,Castaneasativa,rcp45,8,1
24_123,Castaneasativa,rcp85,8,1
24_123,Fagussylvatica,rcp26,3,0
24_123,Fagussylvatica,rcp45,0,0
24_123,Fagussylvatica,rcp85,0,0
24_123,Fraxinusexcelsior,rcp26,5,0
24_123,Fraxinusexcelsior,rcp45,6,0
24_123,Fraxinusexcelsior,rcp85,4,0
24_123,Fraxinusornus,rcp26,0,0
24_123,Fraxinusornus,rcp45,0,0
24_123,Fraxinusornus,rcp85,0,0
24_123,Juglansregia,rcp26,0,0
24_123,Juglansregia,rcp45,0,0
24_123,Juglansregia,rcp85,0,0
24_123,Larixdecidua,rcp26,0,0
24_123,Larixdecidua,rcp45,0,0
24_123,Larixdecidua,rcp85,0,0
24_123,Ostryacarpinifolia,rcp26,0,0
24_123,Ostryacarpinifolia,rcp45,0,0
24_123,Ostryacarpinifolia,rcp85,0,0
24_123,Piceaabies,rcp26,0,0
24_123,Piceaabies,rcp45,0,0
24_123,Piceaabies,rcp85,0,0
24_123,Pinussylvestris,rcp26,0,0
24_123,Pinussylvestris,rcp45,0,0
24_123,Pinussylvestris,rcp85,0,0
24_123,Populusalba,rcp26,8,1
24_123,Populusalba,rcp45,8,1
24_123,Populusalba,rcp85,7,0
24_123,Populuscanescens,rcp26,0,0
24_123,Populuscanescens,rcp45,0,0
24_123,Populuscanescens,rcp85,0,0
24_123,Populusnigra,rcp26,0,0
24_123,Populusnigra,rcp45,0,0
24_123,Populusnigra,rcp85,2,0
24_123,Populustremula,rcp26,4,0
24_123,Populustremula,rcp45,3,0
24_123,Populustremula,rcp85,0,0
24_123,Prunusavium,rcp26,8,1
24_123,Prunusavium,rcp45,8,1
24_123,Prunusavium,rcp85,7,0
24_123,Quercuscerris,rcp26,0,0
24_123,Quercuscerris,rcp45,0,0
24_123,Quercuscerris,rcp85,0,0
24_123,Quercuscoccifera,rcp26,0,0
24_123,Quercuscoccifera,rcp45,0,0
24_123,Quercuscoccifera,rcp85,0,0
24_123,Quercusfaginea,rcp26,0,0
24_123,Quercusfaginea,rcp45,0,0
24_123,Quercusfaginea,rcp85,0,0
24_123,Quercusfrainetto,rcp26,0,0
24_123,Quercusfrainetto,rcp45,0,0
24_123,Quercusfrainetto,rcp85,0,0
24_123,Quercusilex,rcp26,0,0
24_123,Quercusilex,rcp45,0,0
24_123,Quercusilex,rcp85,0,0
24_123,Quercuspetraea,rcp26,6,0
24_123,Quercuspetraea,rcp45,5,0
24_123,Quercuspetraea,rcp85,2,0
24_123,Quercuspubescens,rcp26,1,0
24_123,Quercuspubescens,rcp45,5,0
24_123,Quercuspubescens,rcp85,4,0
24_123,Quercuspyrenaica,rcp26,0,0
24_123,Quercuspyrenaica,rcp45,0,0
24_123,Quercuspyrenaica,rcp85,0,0
24_123,Quercusrobur,rcp26,8,1
24_123,Quercusrobur,rcp45,8,1
24_123,Quercusrobur,rcp85,8,1
24_123,Quercussuber,rcp26,0,0
24_123,Quercussuber,rcp45,0,0
24_123,Quercussuber,rcp85,0,0
24_123,Salixalba,rcp26,1,0
24_123,Salixalba,rcp45,0,0
24_123,Salixalba,rcp85,0,0
24_123,Salixfragilis,rcp26,0,0
24_123,Salixfragilis,rcp45,0,0
24_123,Salixfragilis,rcp85,0,0
24_123,Sorbusaria,rcp26,0,0
24_123,Sorbusaria,rcp45,0,0
24_123,Sorbusaria,rcp85,0,0
24_123,Sorbusaucuparia,rcp26,0,0
24_123,Sorbusaucuparia,rcp45,0,0
24_123,Sorbusaucuparia,rcp85,0,0
24_123,Sorbustorminalis,rcp26,0,0
24_123,Sorbustorminalis,rcp45,0,0
24_123,Sorbustorminalis,rcp85,2,0
24_123,Taxusbaccata,rcp26,7,0
24_123,Taxusbaccata,rcp45,4,0
24_123,Taxusbaccata,rcp85,4,0
24_123,Tiliacordata,rcp26,1,0
24_123,Tiliacordata,rcp45,1,0
24_123,Tiliacordata,rcp85,2,0
24_123,Tiliaplatyphyllos,rcp26,8,1
24_123,Tiliaplatyphyllos,rcp45,8,1
24_123,Tiliaplatyphyllos,rcp85,8,1
24_123,Tiliatomentosa,rcp26,0,0
24_123,Tiliatomentosa,rcp45,0,0
24_123,Tiliatomentosa,rcp85,0,0
24_123,Ulmusglabra,rcp26,0,0
24_123,Ulmusglabra,rcp45,0,0
24_123,Ulmusglabra,rcp85,4,0
24_123,Ulmuslaevis,rcp26,1,0
24_123,Ulmuslaevis,rcp45,0,0
24_123,Ulmuslaevis,rcp85,0,0
24_123,Ulmusminor,rcp26,8,1
24_123,Ulmusminor,rcp45,8,1
24_123,Ulmusminor,rcp85,8,1
24_125,Abiesalba,rcp26,2,0
24_125,Abiesalba,rcp45,0,0
24_125,Abiesalba,rcp85,0,0
24_125,Acercampestre,rcp26,4,0
24_125,Acercampestre,rcp45,6,0
24_125,Acercampestre,rcp85,4,0
24_125,Acerplatanoides,rcp26,0,0
24_125,Acerplatanoides,rcp45,0,0
24_125,Acerplatanoides,rcp85,0,0
24_125,Acerpseudoplatanus,rcp26,0,0
24_125,Acerpseudoplatanus,rcp45,0,0
24_125,Acerpseudoplatanus,rcp85,0,0
24_125,Aesculushippocastanum,rcp26,8,1
24_125,Aesculushippocastanum,rcp45,8,1
24_125,Aesculushippocastanum,rcp85,8,1
24_125,Alnusglutinosa,rcp26,1,0
24_125,Alnusglutinosa,rcp45,1,0
24_125,Alnusglutinosa,rcp85,1,0
24_125,Alnusincana,rcp26,0,0
24_125,Alnusincana,rcp45,0,0
24_125,Alnusincana,rcp85,0,0
24_125,Betulapendula,rcp26,3,0
24_125,Betulapendula,rcp45,0,0
24_125,Betulapendula,rcp85,0,0
24_125,Betulapubescens,rcp26,0,0
24_125,Betulapubescens,rcp45,0,0
24_125,Betulapubescens,rcp85,0,0
24_125,Carpinusbetulus,rcp26,8,1
24_125,Carpinusbetulus,rcp45,8,1
24_125,Carpinusbetulus,rcp85,6,0
24_125,Castaneasativa,rcp26,7,0
24_125,Castaneasativa,rcp45,7,0
24_125,Castaneasativa,rcp85,7,0
24_125,Fagussylvatica,rcp26,7,0
24_125,Fagussylvatica,rcp45,3,0
24_125,Fagussylvatica,rcp85,3,0
24_125,Fraxinusexcelsior,rcp26,8,1
24_125,Fraxinusexcelsior,rcp45,7,0
24_125,Fraxinusexcelsior,rcp85,5,0
24_125,Fraxinusornus,rcp26,0,0
24_125,Fraxinusornus,rcp45,0,0
24_125,Fraxinusornus,rcp85,0,0
24_125,Juglansregia,rcp26,0,0
24_125,Juglansregia,rcp45,0,0
24_125,Juglansregia,rcp85,0,0
24_125,Larixdecidua,rcp26,0,0
24_125,Larixdecidua,rcp45,0,0
24_125,Larixdecidua,rcp85,0,0
24_125,Ostryacarpinifolia,rcp26,0,0
24_125,Ostryacarpinifolia,rcp45,0,0
24_125,Ostryacarpinifolia,rcp85,0,0
24_125,Piceaabies,rcp26,0,0
24_125,Piceaabies,rcp45,0,0
24_125,Piceaabies,rcp85,0,0
24_125,Pinussylvestris,rcp26,0,0
24_125,Pinussylvestris,rcp45,0,0
24_125,Pinussylvestris,rcp85,0,0
24_125,Populusalba,rcp26,8,1
24_125,Populusalba,rcp45,8,1
24_125,Populusalba,rcp85,8,1
24_125,Populuscanescens,rcp26,0,0
24_125,Populuscanescens,rcp45,0,0
24_125,Populuscanescens,rcp85,0,0
24_125,Populusnigra,rcp26,0,0
24_125,Populusnigra,rcp45,0,0
24_125,Populusnigra,rcp85,1,0
24_125,Populustremula,rcp26,0,0
24_125,Populustremula,rcp45,1,0
24_125,Populustremula,rcp85,0,0
24_125,Prunusavium,rcp26,8,1
24_125,Prunusavium,rcp45,8,1
24_125,Prunusavium,rcp85,7,0
24_125,Quercuscerris,rcp26,0,0
24_125,Quercuscerris,rcp45,0,0
24_125,Quercuscerris,rcp85,0,0
24_125,Quercuscoccifera,rcp26,0,0
24_125,Quercuscoccifera,rcp45,0,0
24_125,Quercuscoccifera,rcp85,0,0
24_125,Quercusfaginea,rcp26,0,0
24_125,Quercusfaginea,rcp45,0,0
24_125,Quercusfaginea,rcp85,0,0
24_125,Quercusfrainetto,rcp26,0,0
24_125,Quercusfrainetto,rcp45,0,0
24_125,Quercusfrainetto,rcp85,0,0
24_125,Quercusilex,rcp26,0,0
24_125,Quercusilex,rcp45,0,0
24_125,Quercusilex,rcp85,0,0
24_125,Quercuspetraea,rcp26,7,0
24_125,Quercuspetraea,rcp45,8,1
24_125,Quercuspetraea,rcp85,3,0
24_125,Quercuspubescens,rcp26,0,0
24_125,Quercuspubescens,rcp45,3,0
24_125,Quercuspubescens,rcp85,4,0
24_125,Quercuspyrenaica,rcp26,0,0
24_125,Quercuspyrenaica,rcp45,0,0
24_125,Quercuspyrenaica,rcp85,0,0
24_125,Quercusrobur,rcp26,8,1
24_125,Quercusrobur,rcp45,8,1
24_125,Quercusrobur,rcp85,8,1
24_125,Quercussuber,rcp26,0,0
24_125,Quercussuber,rcp45,0,0
24_125,Quercussuber,rcp85,0,0
24_125,Salixalba,rcp26,0,0
24_125,Salixalba,rcp45,1,0
24_125,Salixalba,rcp85,1,0
24_125,Salixfragilis,rcp26,1,0
24_125,Salixfragilis,rcp45,0,0
24_125,Salixfragilis,rcp85,1,0
24_125,Sorbusaria,rcp26,0,0
24_125,Sorbusaria,rcp45,0,0
24_125,Sorbusaria,rcp85,0,0
24_125,Sorbusaucuparia,rcp26,0,0
24_125,Sorbusaucuparia,rcp45,0,0
24_125,Sorbusaucuparia,rcp85,0,0
24_125,Sorbustorminalis,rcp26,0,0
24_125,Sorbustorminalis,rcp45,0,0
24_125,Sorbustorminalis,rcp85,1,0
24_125,Taxusbaccata,rcp26,7,0
24_125,Taxusbaccata,rcp45,6,0
24_125,Taxusbaccata,rcp85,5,0
24_125,Tiliacordata,rcp26,3,0
24_125,Tiliacordata,rcp45,2,0
24_125,Tiliacordata,rcp85,3,0
24_125,Tiliaplatyphyllos,rcp26,8,1
24_125,Tiliaplatyphyllos,rcp45,8,1
24_125,Tiliaplatyphyllos,rcp85,8,1
24_125,Tiliatomentosa,rcp26,0,0
24_125,Tiliatomentosa,rcp45,0,0
24_125,Tiliatomentosa,rcp85,0,0
24_125,Ulmusglabra,rcp26,3,0
24_125,Ulmusglabra,rcp45,2,0
24_125,Ulmusglabra,rcp85,6,0
24_125,Ulmuslaevis,rcp26,1,0
24_125,Ulmuslaevis,rcp45,0,0
24_125,Ulmuslaevis,rcp85,0,0
24_125,Ulmusminor,rcp26,8,1
24_125,Ulmusminor,rcp45,8,1
24_125,Ulmusminor,rcp85,7,0
24_126,Abiesalba,rcp26,0,0
24_126,Abiesalba,rcp45,0,0
24_126,Abiesalba,rcp85,0,0
24_126,Acercampestre,rcp26,4,0
24_126,Acercampestre,rcp45,5,0
24_126,Acercampestre,rcp85,2,0
24_126,Acerplatanoides,rcp26,0,0
24_126,Acerplatanoides,rcp45,0,0
24_126,Acerplatanoides,rcp85,0,0
24_126,Acerpseudoplatanus,rcp26,0,0
24_126,Acerpseudoplatanus,rcp45,0,0
24_126,Acerpseudoplatanus,rcp85,0,0
24_126,Aesculushippocastanum,rcp26,8,1
24_126,Aesculushippocastanum,rcp45,8,1
24_126,Aesculushippocastanum,rcp85,8,1
24_126,Alnusglutinosa,rcp26,0,0
24_126,Alnusglutinosa,rcp45,3,0
24_126,Alnusglutinosa,rcp85,1,0
24_126,Alnusincana,rcp26,0,0
24_126,Alnusincana,rcp45,0,0
24_126,Alnusincana,rcp85,0,0
24_126,Betulapendula,rcp26,0,0
24_126,Betulapendula,rcp45,0,0
24_126,Betulapendula,rcp85,1,0
24_126,Betulapubescens,rcp26,0,0
24_126,Betulapubescens,rcp45,0,0
24_126,Betulapubescens,rcp85,0,0
24_126,Carpinusbetulus,rcp26,8,1
24_126,Carpinusbetulus,rcp45,8,1
24_126,Carpinusbetulus,rcp85,6,0
24_126,Castaneasativa,rcp26,8,1
24_126,Castaneasativa,rcp45,7,0
24_126,Castaneasativa,rcp85,8,1
24_126,Fagussylvatica,rcp26,2,0
24_126,Fagussylvatica,rcp45,0,0
24_126,Fagussylvatica,rcp85,2,0
24_126,Fraxinusexcelsior,rcp26,6,0
24_126,Fraxinusexcelsior,rcp45,7,0
24_126,Fraxinusexcelsior,rcp85,4,0
24_126,Fraxinusornus,rcp26,0,0
24_126,Fraxinusornus,rcp45,0,0
24_126,Fraxinusornus,rcp85,0,0
24_126,Juglansregia,rcp26,0,0
24_126,Juglansregia,rcp45,0,0
24_126,Juglansregia,rcp85,0,0
24_126,Larixdecidua,rcp26,0,0
24_126,Larixdecidua,rcp45,0,0
24_126,Larixdecidua,rcp85,0,0
24_126,Ostryacarpinifolia,rcp26,0,0
24_126,Ostryacarpinifolia,rcp45,0,0
24_126,Ostryacarpinifolia,rcp85,0,0
24_126,Piceaabies,rcp26,0,0
24_126,Piceaabies,rcp45,0,0
24_126,Piceaabies,rcp85,0,0
24_126,Pinussylvestris,rcp26,0,0
24_126,Pinussylvestris,rcp45,0,0
24_126,Pinussylvestris,rcp85,0,0
24_126,Populusalba,rcp26,8,1
24_126,Populusalba,rcp45,8,1
24_126,Populusalba,rcp85,8,1
24_126,Populuscanescens,rcp26,0,0
24_126,Populuscanescens,rcp45,0,0
24_126,Populuscanescens,rcp85,0,0
24_126,Populusnigra,rcp26,0,0
24_126,Populusnigra,rcp45,0,0
24_126,Populusnigra,rcp85,2,0
24_126,Populustremula,rcp26,2,0
24_126,Populustremula,rcp45,1,0
24_126,Populustremula,rcp85,0,0
24_126,Prunusavium,rcp26,8,1
24_126,Prunusavium,rcp45,8,1
24_126,Prunusavium,rcp85,7,0
24_126,Quercuscerris,rcp26,0,0
24_126,Quercuscerris,rcp45,0,0
24_126,Quercuscerris,rcp85,0,0
24_126,Quercuscoccifera,rcp26,0,0
24_126,Quercuscoccifera,rcp45,0,0
24_126,Quercuscoccifera,rcp85,0,0
24_126,Quercusfaginea,rcp26,0,0
24_126,Quercusfaginea,rcp45,0,0
24_126,Quercusfaginea,rcp85,0,0
24_126,Quercusfrainetto,rcp26,0,0
24_126,Quercusfrainetto,rcp45,0,0
24_126,Quercusfrainetto,rcp85,0,0
24_126,Quercusilex,rcp26,0,0
24_126,Quercusilex,rcp45,0,0
24_126,Quercusilex,rcp85,0,0
24_126,Quercuspetraea,rcp26,5,0
24_126,Quercuspetraea,rcp45,5,0
24_126,Quercuspetraea,rcp85,1,0
24_126,Quercuspubescens,rcp26,0,0
24_126,Quercuspubescens,rcp45,3,0
24_126,Quercuspubescens,rcp85,4,0
24_126,Quercuspyrenaica,rcp26,0,0
24_126,Quercuspyrenaica,rcp45,0,0
24_126,Quercuspyrenaica,rcp85,0,0
24_126,Quercusrobur,rcp26,8,1
24_126,Quercusrobur,rcp45,8,1
24_126,Quercusrobur,rcp85,8,1
24_126,Quercussuber,rcp26,0,0
24_126,Quercussuber,rcp45,0,0
24_126,Quercussuber,rcp85,0,0
24_126,Salixalba,rcp26,1,0
24_126,Salixalba,rcp45,2,0
24_126,Salixalba,rcp85,0,0
24_126,Salixfragilis,rcp26,0,0
24_126,Salixfragilis,rcp45,0,0
24_126,Salixfragilis,rcp85,0,0
24_126,Sorbusaria,rcp26,0,0
24_126,Sorbusaria,rcp45,0,0
24_126,Sorbusaria,rcp85,0,0
24_126,Sorbusaucuparia,rcp26,0,0
24_126,Sorbusaucuparia,rcp45,0,0
24_126,Sorbusaucuparia,rcp85,0,0
24_126,Sorbustorminalis,rcp26,0,0
24_126,Sorbustorminalis,rcp45,1,0
24_126,Sorbustorminalis,rcp85,1,0
24_126,Taxusbaccata,rcp26,7,0
24_126,Taxusbaccata,rcp45,6,0
24_126,Taxusbaccata,rcp85,4,0
24_126,Tiliacordata,rcp26,0,0
24_126,Tiliacordata,rcp45,0,0
24_126,Tiliacordata,rcp85,2,0
24_126,Tiliaplatyphyllos,rcp26,8,1
24_126,Tiliaplatyphyllos,rcp45,8,1
24_126,Tiliaplatyphyllos,rcp85,8,1
24_126,Tiliatomentosa,rcp26,0,0
24_126,Tiliatomentosa,rcp45,0,0
24_126,Tiliatomentosa,rcp85,0,0
24_126,Ulmusglabra,rcp26,0,0
24_126,Ulmusglabra,rcp45,0,0
24_126,Ulmusglabra,rcp85,4,0
24_126,Ulmuslaevis,rcp26,1,0
24_126,Ulmuslaevis,rcp45,0,0
24_126,Ulmuslaevis,rcp85,0,0
24_126,Ulmusminor,rcp26,8,1
24_126,Ulmusminor,rcp45,8,1
24_126,Ulmusminor,rcp85,8,1
24_127,Abiesalba,rcp26,0,0
24_127,Abiesalba,rcp45,0,0
24_127,Abiesalba,rcp85,0,0
24_127,Acercampestre,rcp26,2,0
24_127,Acercampestre,rcp45,6,0
24_127,Acercampestre,rcp85,2,0
24_127,Acerplatanoides,rcp26,0,0
24_127,Acerplatanoides,rcp45,0,0
24_127,Acerplatanoides,rcp85,0,0
24_127,Acerpseudoplatanus,rcp26,0,0
24_127,Acerpseudoplatanus,rcp45,0,0
24_127,Acerpseudoplatanus,rcp85,0,0
24_127,Aesculushippocastanum,rcp26,8,1
24_127,Aesculushippocastanum,rcp45,7,0
24_127,Aesculushippocastanum,rcp85,8,1
24_127,Alnusglutinosa,rcp26,1,0
24_127,Alnusglutinosa,rcp45,2,0
24_127,Alnusglutinosa,rcp85,1,0
24_127,Alnusincana,rcp26,0,0
24_127,Alnusincana,rcp45,0,0
24_127,Alnusincana,rcp85,0,0
24_127,Betulapendula,rcp26,0,0
24_127,Betulapendula,rcp45,0,0
24_127,Betulapendula,rcp85,1,0
24_127,Betulapubescens,rcp26,0,0
24_127,Betulapubescens,rcp45,0,0
